ind,var_name,var_description,var_value,var_unit,var_alg,var_need,v_linked
275,Unit_EEDB_Mat_Concrete_Superstr,Unit cost of Material Concrete Superstructure (shell) in EEDB,54.47,dollar/m^3,NULL,NULL,Unit_Mat_Concrete_Superstr
276,Unit_EEDB_Mat_Concrete_Dome,Unit cost of Material Concrete Superstructure (dome) in EEDB,48.63,dollar/m^3,NULL,NULL,Unit_Mat_Concrete_Dome
277,Unit_EEDB_Mat_Concrete_Interior,Unit cost of Material Concrete Interior structure in EEDB,53.21,dollar/m^3,NULL,NULL,Unit_Mat_Concrete_Interior
278,Unit_EEDB_Mat_Constr_joints_Substr,Unit cost of Material Construction joints Substructure (base mat) in EEDB,8.9,dollar/m^2,NULL,NULL,Unit_Mat_Constr_joints_Substr
279,Unit_EEDB_Mat_Constr_joints_Superstr,Unit cost of Material Construction joints Superstructure (shell) in EEDB,7.63,dollar/m^2,NULL,NULL,Unit_Mat_Constr_joints_Superstr
280,Unit_EEDB_Mat_Constr_joints_Dome,Unit cost of Material Construction joints Superstructure (dome) in EEDB,2.91,dollar/m^2,NULL,NULL,Unit_Mat_Constr_joints_Dome
281,Unit_EEDB_Mat_Constr_joints_Interior,Unit cost of Material Construction joints Interior structure in EEDB,1.26,dollar/m^2,NULL,NULL,Unit_Mat_Constr_joints_Interior
282,Unit_EEDB_Mat_Embedded_steel_Substr,Unit cost of Material Embedded steel Substructure (base mat) in EEDB,1.88,dollar/m^3,NULL,NULL,Unit_Mat_Embedded_steel_Substr
283,Unit_EEDB_Mat_Embedded_steel_Superstr,Unit cost of Material Embedded steel Superstructure (shell) in EEDB,7.57,dollar/m^3,NULL,NULL,Unit_Mat_Embedded_steel_Superstr
284,Unit_EEDB_Mat_Embedded_steel_Dome,Unit cost of Material Embedded steel Superstructure (dome) in EEDB,0,dollar/m^3,NULL,NULL,Unit_Mat_Embedded_steel_Dome
285,Unit_EEDB_Mat_Embedded_steel_Interior,Unit cost of Material Embedded steel Interior structure in EEDB,159.73,dollar/m^3,NULL,NULL,Unit_Mat_Embedded_steel_Interior
286,Unit_EEDB_Mat_Formwork_Substr,Unit cost of Material Formwork Substructure (base mat) in EEDB,13.22,dollar/m^2,NULL,NULL,Unit_Mat_Formwork_Substr
287,Unit_EEDB_Mat_Formwork_Superstr,Unit cost of Material Formwork Superstructure (shell) in EEDB,13.65,dollar/m^2,NULL,NULL,Unit_Mat_Formwork_Superstr
288,Unit_EEDB_Mat_Formwork_Dome,Unit cost of Material Formwork Superstructure (dome) in EEDB,7.67,dollar/m^2,NULL,NULL,Unit_Mat_Formwork_Dome
289,Unit_EEDB_Mat_Formwork_Interior,Unit cost of Material Formwork Interior structure in EEDB,21.85,dollar/m^2,NULL,NULL,Unit_Mat_Formwork_Interior
290,Unit_EEDB_Mat_Maj_supp_embedments_Interior,Unit cost of Material Major Support Embedments Interior structure in EEDB,225.35,dollar/m^3,NULL,NULL,Unit_Mat_Maj_supp_embedments_Interior
291,Unit_EEDB_Mat_Reinforc_steel_Substr,Unit cost of Material Reinforc steel Substructure (base mat) in EEDB,364.73,dollar/m^3,NULL,NULL,Unit_Mat_Reinforc_steel_Substr
292,Unit_EEDB_Mat_Reinforc_steel_Superstr,Unit cost of Material Reinforc steel Superstructure (shell) in EEDB,258.95,dollar/m^3,NULL,NULL,Unit_Mat_Reinforc_steel_Superstr
