ind,var_name,var_description,var_value,var_unit,var_alg,var_need,user_input,v_linked
595,ref_direct_cost_frm_S,"Reference direct cost basis for Surface S scale, source account 212.3",1.0,m^2,,,0,scale_frm_S
596,ref_direct_cost_frm_S_9_71886e_06,"Reference direct cost basis for Surface S scale, source account 217.3",9718863.0,m^2,,,0,scale_frm_S_9_71886e_06
597,ref_direct_cost_frm_vsl_M,"Reference direct cost basis for Vessel mass scale, source account 221.1",75019941.0,kg,,,0,scale_frm_vsl_M
598,ref_elec_P,Reference electric power used by electric-power scale laws,1144.0,MWe,,,0,scale_elec_P
599,ref_fuel_stor_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 217.142,28800.0,m^3,,,0,scale_fuel_stor_bldg_bldg_vol
600,ref_fuel_stor_bldg_sub_S,Reference Substructure S for Roofing & Flashing 217.145,900.0,m^2,,,0,scale_fuel_stor_bldg_sub_S
601,ref_fuel_stor_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 217.13,1080.0,m^3,,,0,scale_fuel_stor_bldg_sub_vol
602,ref_fuel_stor_bldg_sup_S,Reference Superstructure S for Painting 217.149,3840.0,m^2,,,0,scale_fuel_stor_bldg_sup_S
603,ref_fuel_stor_bldg_sup_vol,Reference Superstructure volume for Concrete Work 217.141,2304.0,m^3,,,0,scale_fuel_stor_bldg_sup_vol
604,ref_mc_piping_M,Reference MC piping mass for Reactor Coolant Piping System 222.12,154000.0,kg,,,0,scale_mc_piping_M
605,ref_n_crs,Reference Number of CRs for Reactor Control Devices 221.2,57.0,,,,0,scale_n_crs
606,ref_pri_aux_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 215.142,36232.0,m^3,,,0,scale_pri_aux_bldg_bldg_vol
607,ref_pri_aux_bldg_sub_S,Reference Substructure S for Roofing & Flashing 215.145,1294.0,m^2,,,0,scale_pri_aux_bldg_sub_S
608,ref_pri_aux_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 215.13,1553.0,m^3,,,0,scale_pri_aux_bldg_sub_vol
609,ref_pri_aux_bldg_sup_S,Reference Superstructure S for Painting 215.149,5544.0,m^2,,,0,scale_pri_aux_bldg_sup_S
610,ref_pri_aux_bldg_sup_vol,Reference Superstructure volume for Concrete Work 215.141,3326.0,m^3,,,0,scale_pri_aux_bldg_sup_vol
611,ref_pri_flow,Reference Primary flowrate for Liquid Waste System 224.1,23872.0,kg/s,,,0,scale_pri_flow
612,ref_rx_D,Reference Reactor diameter (m) for Vessel Internals 221.3,4.6,m,,,0,scale_rx_D
613,ref_rej_th_P,Reference Rejected thermal power for 261.1,2273.0,MWt,,,0,scale_rej_th_P
614,ref_rx_P,Reference reactor/plant thermal power used by RX/plant-power scale laws,3417.0,MWt,,,0,scale_P
615,ref_sfp_V,"Reference SFP volume for Fuel Storage, Cleaning, & Inspection Equipment 225.4",1056.0,m^3,,,0,scale_sfp_V
616,ref_sub_str_S,Reference Substructure S for Roof Deck 213.144,6100.0,m^2,,,0,scale_sub_str_S
617,ref_sub_str_V,Reference Substructure volume for Substructure Concrete 212.13,4603.0,m^3,,,0,scale_sub_str_V
618,ref_sup_str_S,Reference Superstructure S for Painting 212.149,9373.0,m^2,,,0,scale_sup_str_S
619,ref_sup_str_V,Reference Superstructure volume for Concrete Work 212.141,11248.0,m^3,,,0,scale_sup_str_V
620,ref_turb_gen_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 213.13,1830.0,m^3,,,0,scale_turb_gen_bldg_sub_vol
621,ref_turb_gen_bldg_sup_S,Reference Superstructure S for Exterior Walls 213.143,17040.0,m^2,,,0,scale_turb_gen_bldg_sup_S
622,ref_turb_gen_bldg_sup_vol,Reference Superstructure volume for Concrete Work 213.141,5112.0,m^3,,,0,scale_turb_gen_bldg_sup_vol
623,ref_V_of_212_213_215_216_217,"Reference Volume of 212, 213, 215, 216, 217 for Fill & Backfill (Place/Comp) 211.712",416524.0,m^3,,,0,scale_V_of_212_213_215_216_217
624,ref_waste_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 216.142,53328.0,m^3,,,0,scale_waste_bldg_bldg_vol
625,ref_waste_bldg_sub_S,Reference Substructure S for Roof Deck 216.144,1728.0,m^2,,,0,scale_waste_bldg_sub_S
626,ref_waste_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 216.13,2074.0,m^3,,,0,scale_waste_bldg_sub_vol
627,ref_waste_bldg_sup_S,Reference Superstructure S for Exterior Walls 216.143,7380.0,m^2,,,0,scale_waste_bldg_sup_S
628,ref_waste_bldg_sup_vol,Reference Superstructure volume for Concrete Work 216.141,4428.0,m^3,,,0,scale_waste_bldg_sup_vol
629,scale_adm_bldg_bldg_vol,Admin Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_admin_bldg,"adm_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin",0,"218B.24_lab, 218B.24_mat"
630,scale_S,Site Area scale factor = (new base unit value / Reference unit value)^exponent.,0.3709677419354839,1,scale_law_site_S,"S, ref_S, exp_lin",0,"211.1_fac, 211.1_lab, 211.1_mat"
631,scale_bldg_V,Building Volume scale factor = (new base unit value / Reference unit value)^exponent.,0.9169433962264152,1,scale_law_bldg_V,"bldg_V, ref_bldg_V, exp_lin",0,"213.142_lab, 213.142_mat, 213.146_lab, 213.146_mat, 213.147_lab, 213.147_mat, 213.21_fac, 213.21_lab, 213.21_mat, 213.24_lab, 213.24_mat"
632,scale_cont_hatch_ms_bldg_vol,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_containment,"cont_hatch_ms_bldg_vol, ref_cmn_bldg_vol, exp_lin",0,"218P_lab, 218P_mat"
633,scale_cont_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.933844215884506,1,scale_law_containment,"cont_V, ref_cmn_bldg_vol, exp_lin",0,"223.4_fac, 223.4_lab, 223.4_mat, 223.5_fac, 223.5_lab, 223.5_mat"
634,scale_cr_dg_bldg_bldg_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0545506747057134,1,scale_law_control_dg_bldg,"cr_dg_bldg_bldg_vol, ref_cr_dg_bldg_bldg_vol, exp_lin",0,"218A.142_lab, 218A.142_mat, 218A.146_lab, 218A.146_mat, 218A.147_lab, 218A.147_mat, 218A.148_lab, 218A.148_mat, 218A.21_lab, 218A.21_mat, 218A.235_fac, 218A.235_lab, 218A.235_mat, 218A.236_fac, 218A.236_lab, 218A.236_mat, 218A.237_fac, 218A.24_lab, 218A.24_mat"
635,scale_cr_dg_bldg_sub_S,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.201058201058201,1,scale_law_control_dg_bldg,"cr_dg_bldg_sub_S, ref_cr_dg_bldg_sub_S, exp_lin",0,"218A.145_lab, 218A.145_mat"
636,scale_cr_dg_bldg_sub_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.1005291005291005,1,scale_law_control_dg_bldg,"cr_dg_bldg_sub_vol, ref_cr_dg_bldg_sub_vol, exp_lin",0,"218A.13_lab, 218A.13_mat"
637,scale_cr_dg_bldg_sup_S,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.087248322147651,1,scale_law_control_dg_bldg,"cr_dg_bldg_sup_S, ref_cr_dg_bldg_sup_S, exp_lin",0,"218A.149_lab, 218A.149_mat"
638,scale_cr_dg_bldg_sup_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0436218375499334,1,scale_law_control_dg_bldg,"cr_dg_bldg_sup_vol, ref_cr_dg_bldg_sup_vol, exp_lin",0,"218A.141_lab, 218A.141_mat"
639,scale_elec_P,Electric Power scale factor = (new base unit value / Reference unit value)^exponent.,0.9810738928018627,1,scale_law_elec_P,"elec_P, ref_elec_P, exp_elec_P",0,"23_fac, 23_lab, 23_mat"
640,scale_elec_tunnel_bldg_vol,Electrical Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_electrical_bldg,"elec_tunnel_bldg_vol, ref_cmn_bldg_vol, exp_lin",0,"218G_fac, 218G_lab, 218G_mat"
641,scale_frm_flow,Formula Flow Rate direct formula scale factor.,0.9285660117258324,1,formula_scale_flow_rate,"uc_frm_flow, frm_flow, ref_direct_cost_frm_flow",0,"222.111_fac, 222.111_lab, 222.111_mat, 222.119_fac, 222.119_lab, 222.119_mat"
642,scale_frm_fuel_cask_cap,Formula Fuel Cask Capacity direct formula scale factor.,1.0032384136058523,1,formula_scale_fuel_cask_capacity,"uc_frm_fuel_cap, frm_fuel_cask_cap, ref_direct_cost_frm_fuel_cask_cap",0,"225.114_fac, 225.114_lab, 225.114_mat"
643,scale_frm_fuel_crane_cap,Formula Fuel Crane Capacity direct formula scale factor.,1.0752528615939023,1,formula_scale_fuel_crane_capacity,"uc_frm_fuel_cap, frm_fuel_crane_cap, ref_direct_cost_frm_fuel_crane_cap",0,"225.111_fac, 225.111_lab, 225.111_mat"
644,scale_frm_ht_S,Formula Ht Surface Area direct formula scale factor.,1.3013555355784228,1,formula_scale_ht_surface_S,"uc_frm_ht_S, frm_ht_S, ref_direct_cost_frm_ht_S",0,"222.132_fac, 222.132_lab, 222.132_mat, 222.139_fac, 222.139_lab, 222.139_mat"
645,scale_frm_prz_M,Formula Pressurizer Mass direct formula scale factor.,1.1148404907542149,1,formula_scale_pressurizer_mass,"uc_frm_prz_M, frm_prz_M, ref_direct_cost_frm_prz_M",0,"222.14_fac, 222.14_lab, 222.14_mat"
646,scale_frm_S,Formula Surface Area direct formula scale factor.,17866000.0,1,formula_scale_surface_S,"uc_frm_S, frm_S, ref_direct_cost_frm_S",0,"212.3_lab, 212.3_mat"
647,scale_frm_S_9_71886e_06,Formula Surface Area 9 71886E 06 direct formula scale factor.,0.8823748210052966,1,formula_scale_surface_S_9_71886e_06,"uc_frm_S_9_71886e_06, frm_S_9_71886e_06, ref_direct_cost_frm_S_9_71886e_06",0,"217.3_lab, 217.3_mat"
648,scale_frm_vsl_M,Formula Vessel Mass direct formula scale factor.,0.90910052524507,1,formula_scale_vessel_mass,"uc_frm_vsl_M, frm_vsl_M, ref_direct_cost_frm_vsl_M",0,"221.1_fac, 221.1_lab, 221.1_mat"
649,scale_fuel_stor_bldg_bldg_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.65625,1,scale_law_fuel_storage,"fuel_stor_bldg_bldg_vol, ref_fuel_stor_bldg_bldg_vol, exp_lin",0,"217.142_lab, 217.142_mat, 217.147_lab, 217.147_mat, 217.21_fac, 217.21_lab, 217.21_mat, 217.24_lab, 217.24_mat"
650,scale_fuel_stor_bldg_sub_S,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.7777777777777778,1,scale_law_fuel_storage,"fuel_stor_bldg_sub_S, ref_fuel_stor_bldg_sub_S, exp_lin",0,"217.145_lab, 217.145_mat"
651,scale_fuel_stor_bldg_sub_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.3888888888888889,1,scale_law_fuel_storage,"fuel_stor_bldg_sub_vol, ref_fuel_stor_bldg_sub_vol, exp_lin",0,"217.13_lab, 217.13_mat"
652,scale_fuel_stor_bldg_sup_S,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.7453125,1,scale_law_fuel_storage,"fuel_stor_bldg_sup_S, ref_fuel_stor_bldg_sup_S, exp_lin",0,"217.149_lab, 217.149_mat"
653,scale_fuel_stor_bldg_sup_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.37265625,1,scale_law_fuel_storage,"fuel_stor_bldg_sup_vol, ref_fuel_stor_bldg_sup_vol, exp_lin",0,"217.141_lab, 217.141_mat"
654,scale_mc_piping_M,Piping Mass scale factor = (new base unit value / Reference unit value)^exponent.,0.5,1,scale_law_piping_mass,"mc_piping_M, ref_mc_piping_M, exp_lin",0,"222.12_fac, 222.12_lab, 222.12_mat"
655,scale_non_ess_swgr_bldg_bldg_vol,Electrical Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_electrical_bldg,"non_ess_swgr_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin",0,"218H_fac, 218H_lab, 218H_mat"
656,scale_n_crs,Reactor Equipment scale factor = (new base unit value / Reference unit value)^exponent.,1.2105263157894737,1,scale_law_reactor_equipment,"n_crs, ref_n_crs, exp_lin",0,"221.2_fac, 221.2_lab, 221.2_mat, 227.19_fac, 227.19_lab, 227.19_mat, 227.4_fac, 227.4_lab, 227.4_mat, 227.5_fac, 227.5_lab, 227.5_mat, 227.9_fac, 227.9_lab, 227.9_mat"
657,scale_P,Power scale factor for plant/reactor thermal power based direct-cost accounts,0.996017916397094,1,scale_law_power,"rx_P, ref_rx_P, exp_P",0,"212.22_fac, 212.22_lab, 212.22_mat, 212.23_fac, 212.23_lab, 212.23_mat, 213.22_fac, 213.22_lab, 213.22_mat, 215.221_fac, 215.221_lab, 215.221_mat, 215.222_fac, 215.222_lab, 215.222_mat, 215.223_fac, 215.223_lab, 215.223_mat, 215.224_fac, 215.224_lab, 215.224_mat, 215.228_fac, 215.228_lab, 215.228_mat, 215.23_fac, 215.23_lab, 215.23_mat, 216.22_fac, 216.22_lab, 216.22_mat, 217.22_fac, 217.22_lab, 217.22_mat, 217.23_fac, 217.23_lab, 217.23_mat, 218A.231_fac, 218A.231_lab, 218A.231_mat, 218A.232_fac, 218A.232_lab, 218A.232_mat, 218A.233_fac, 218A.233_lab, 218A.233_mat, 218A.234_fac, 218A.234_lab, 218A.234_mat, 218A.238_fac, 218A.238_lab, 218A.238_mat, 218B.22_fac, 218B.22_lab, 218B.22_mat, 218B.23_fac, 218B.23_lab, 218B.23_mat, 218E_fac, 218E_lab, 218E_mat, 218J_fac, 218J_lab, 218J_mat, 218T_fac, 218T_lab, 218T_mat, 223.1_fac, 223.1_lab, 223.1_mat, 223.3_fac, 223.3_lab, 223.3_mat, 224.3_fac, 224.3_lab, 224.3_mat, 211.4_lab, 211.4_mat, 211.711_lab, 211.711_mat, 218F_lab, 218F_mat, 218K_lab, 218K_mat, 251.11_fac, 251.11_lab, 251.11_mat, 251.12_fac, 251.12_lab, 251.12_mat, 251.17_fac, 251.17_lab, 251.17_mat, 226.71_fac, 226.71_lab, 226.71_mat"
658,scale_pri_aux_bldg_bldg_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.368652020313535,1,scale_law_primary_aux_bldg,"pri_aux_bldg_bldg_vol, ref_pri_aux_bldg_bldg_vol, exp_lin",0,"215.142_lab, 215.142_mat, 215.146_lab, 215.146_mat, 215.147_lab, 215.147_mat, 215.21_fac, 215.21_lab, 215.21_mat, 215.225_fac, 215.225_lab, 215.225_mat, 215.226_fac, 215.226_lab, 215.226_mat, 215.227_fac, 215.24_lab, 215.24_mat"
659,scale_pri_aux_bldg_sub_S,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.5432766615146831,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sub_S, ref_pri_aux_bldg_sub_S, exp_lin",0,"215.145_lab, 215.145_mat"
660,scale_pri_aux_bldg_sub_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.5432066967160335,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sub_vol, ref_pri_aux_bldg_sub_vol, exp_lin",0,"215.13_lab, 215.13_mat"
661,scale_pri_aux_bldg_sup_S,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3838383838383838,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sup_S, ref_pri_aux_bldg_sup_S, exp_lin",0,"215.149_lab, 215.149_mat"
662,scale_pri_aux_bldg_sup_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3838845460012026,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sup_vol, ref_pri_aux_bldg_sup_vol, exp_lin",0,"215.141_lab, 215.141_mat"
663,scale_pri_flow,Flow Rate scale factor = (new base unit value / Reference unit value)^exponent.,0.8717574764492064,1,scale_law_flow_rate,"pri_flow, ref_pri_flow, exp_pri_flow",0,"224.1_fac, 224.1_lab, 224.1_mat, 224.2_fac, 224.2_lab, 224.2_mat, 226.4_fac, 226.4_lab, 226.4_mat, 226.72_fac, 226.72_lab, 226.72_mat"
664,scale_rx_D,Reactor Equipment scale factor = (new base unit value / Reference unit value)^exponent.,0.9569943289224956,1,scale_law_reactor_equipment,"rx_D, ref_rx_D, exp_rx_D",0,"221.3_fac, 221.3_lab, 221.3_mat"
665,scale_rej_th_P,Heat Rejection scale factor = (new base unit value / Reference unit value)^exponent.,1.003518031940659,1,scale_law_heat_rejection,"rej_th_P, ref_rej_th_P, exp_P",0,"261_fac, 261_lab, 261_mat, 262.11_fac, 262.11_lab, 262.11_mat, 262.13_fac, 262.13_lab, 262.13_mat, 262.14_lab, 262.14_mat, 262.15_fac, 262.15_lab, 262.15_mat"
666,scale_sfp_V,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.773656197537358,1,scale_law_fuel_storage,"sfp_V, ref_sfp_V, exp_sfp_V",0,"225.4_fac, 225.4_lab, 225.4_mat"
667,scale_sub_str_S,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.6780327868852459,1,scale_law_containment,"sub_str_S, ref_sub_str_S, exp_lin",0,"213.144_lab, 213.144_mat, 213.145_lab, 213.145_mat"
668,scale_sub_str_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0000338483205242,1,scale_law_containment,"sub_str_V, ref_sub_str_V, exp_lin",0,"212.13_lab, 212.13_mat"
669,scale_sup_const,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0049856543889688,1,scale_law_containment,"sup_const, ref_cmn_bldg_vol, exp_lin",0,"212.140_fac, 212.140_lab, 212.140_mat, 212.142_lab, 212.142_mat, 212.21_fac, 212.21_lab, 212.21_mat, 212.24_lab, 212.24_mat"
670,scale_sup_str_S,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0044381948758936,1,scale_law_containment,"sup_str_S, ref_sup_str_S, exp_lin",0,"212.149_lab, 212.149_mat, 212.15_fac, 212.15_lab, 212.15_mat"
671,scale_sup_str_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.837002062639736,1,scale_law_containment,"sup_str_S, ref_sup_str_V, exp_lin",0,"212.14111_lab, 212.14111_mat, 212.14112_lab, 212.14112_mat, 212.14113_lab, 212.14113_mat, 212.14114_lab, 212.14114_mat, 212.14115_lab, 212.14115_mat, 212.14116_lab, 212.14116_mat, 212.14117_lab, 212.14117_mat, 212.14118_lab, 212.14118_mat, 212.14121_lab, 212.14121_mat, 212.14122_lab, 212.14122_mat, 212.14123_lab, 212.14123_mat, 212.14125_lab, 212.14125_mat, 212.14127_lab, 212.14127_mat, 212.14128_lab, 212.14128_mat, 212.1419_lab, 212.1419_mat"
672,scale_turb_gen_bldg_sub_vol,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.6780327868852459,1,scale_law_turbine_bldg,"turb_gen_bldg_sub_vol, ref_turb_gen_bldg_sub_vol, exp_lin",0,"213.13_lab, 213.13_mat"
673,scale_turb_gen_bldg_sup_S,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7447183098591549,1,scale_law_turbine_bldg,"turb_gen_bldg_sup_S, ref_turb_gen_bldg_sup_S, exp_lin",0,"213.143_lab, 213.143_mat, 213.149_lab, 213.149_mat"
674,scale_turb_gen_bldg_sup_vol,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7447183098591549,1,scale_law_turbine_bldg,"turb_gen_bldg_sup_vol, ref_turb_gen_bldg_sup_vol, exp_lin",0,"213.141_lab, 213.141_mat"
675,scale_tur_plant_equip_elec_P,Turbine Equipment scale factor = (new base unit value / Reference unit value)^exponent.,0.9857715709124324,1,scale_law_turbine_equipment,"elec_P, ref_elec_P, exp_tur_plant_equip_elec_P",0,"241_fac, 241_lab, 241_mat, 242_fac, 242_lab, 242_mat, 243_fac, 243_lab, 243_mat, 244_lab, 244_mat, 245_lab, 245_mat, 246_fac, 246_lab, 246_mat"
676,scale_V_of_212_213_215_216_217,Volume Of 212 213 215 216 217 scale factor = (new base unit value / Reference unit value)^exponent.,0.8072164301676766,1,scale_law_V_of_212_213_215_216_217,"V_of_212_213_215_216_217, ref_V_of_212_213_215_216_217, exp_lin",0,"211.712_fac, 211.712_lab, 211.712_mat, 252.1_fac, 252.1_lab, 252.1_mat, 252.2_fac, 252.2_lab, 252.2_mat, 252.3_fac, 252.3_lab, 252.3_mat, 253_fac, 253_lab, 253_mat, 254_fac, 254_lab, 254_mat"
677,scale_waste_bldg_bldg_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3159315931593159,1,scale_law_waste_bldg,"waste_bldg_bldg_vol, ref_waste_bldg_bldg_vol, exp_lin",0,"216.142_lab, 216.142_mat, 216.146_lab, 216.146_mat, 216.147_lab, 216.147_mat, 216.148_lab, 216.148_mat, 216.21_lab, 216.21_mat, 216.24_lab, 216.24_mat"
678,scale_waste_bldg_sub_S,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.75,1,scale_law_waste_bldg,"waste_bldg_sub_S, ref_waste_bldg_sub_S, exp_lin",0,"216.144_lab, 216.144_mat, 216.145_lab, 216.145_mat"
679,scale_waste_bldg_sub_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7498553519768564,1,scale_law_waste_bldg,"waste_bldg_sub_vol, ref_waste_bldg_sub_vol, exp_lin",0,"216.13_lab, 216.13_mat"
680,scale_waste_bldg_sup_S,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.2747967479674796,1,scale_law_waste_bldg,"waste_bldg_sup_S, ref_waste_bldg_sup_S, exp_lin",0,"216.143_lab, 216.143_mat, 216.149_lab, 216.149_mat"
681,scale_waste_bldg_sup_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.2747967479674796,1,scale_law_waste_bldg,"waste_bldg_sup_vol, ref_waste_bldg_sup_vol, exp_lin",0,"216.141_lab, 216.141_mat"
682,scale_wwt_bldg_bldg_vol,Wastewater Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_wastewater_bldg,"wwt_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin",0,"218S_fac, 218S_lab, 218S_mat"
683,ce_211_711_fac,Open Cut factory equipment cost for 211.711,0.0,$,,,0,211.71_fac
684,ce_211_711_mat,Open Cut site material cost for 211.711,4422650.2267513415,$,category_scale,"ref_211_711_mat, scale_P",0,211.71_mat
685,ce_211_711_lab,Open Cut site labor cost for 211.711,15065631.544985814,$,category_scale,"ref_211_711_lab, scale_P",0,211.71_lab
686,ce_211_712_fac,Fill & Backfill (Place/Comp) factory equipment cost for 211.712,198292.71607068976,$,category_scale,"ref_211_712_fac, scale_V_of_212_213_215_216_217",0,211.71_fac
687,ce_211_712_mat,Fill & Backfill (Place/Comp) site material cost for 211.712,10818782.25794602,$,category_scale,"ref_211_712_mat, scale_V_of_212_213_215_216_217",0,211.71_mat
688,ce_211_712_lab,Fill & Backfill (Place/Comp) site labor cost for 211.712,12629880.679760788,$,category_scale,"ref_211_712_lab, scale_V_of_212_213_215_216_217",0,211.71_lab
689,ce_212_141_fac,Concrete Work factory equipment cost for 212.141,0.0,$,sum_all,"ce_212_1411_fac, ce_212_1412_fac, ce_212_1419_fac",0,212.14_fac
690,ce_212_141_mat,Concrete Work site material cost for 212.141,14052106.242877116,$,sum_all,"ce_212_1411_mat, ce_212_1412_mat, ce_212_1419_mat",0,212.14_mat
691,ce_212_141_lab,Concrete Work site labor cost for 212.141,9164034.594639374,$,sum_all,"ce_212_1411_lab, ce_212_1412_lab, ce_212_1419_lab",0,212.14_lab
692,ce_212_1411_fac,Containment Shell factory equipment cost for 212.1411,0.0,$,sum_all,"ce_212_14111_fac, ce_212_14112_fac, ce_212_14113_fac, ce_212_14114_fac, ce_212_14115_fac, ce_212_14116_fac, ce_212_14117_fac, ce_212_14118_fac",0,212.141_fac
693,ce_212_1411_mat,Containment Shell site material cost for 212.1411,10199269.046640312,$,sum_all,"ce_212_14111_mat, ce_212_14112_mat, ce_212_14113_mat, ce_212_14114_mat, ce_212_14115_mat, ce_212_14116_mat, ce_212_14117_mat, ce_212_14118_mat",0,212.141_mat
694,ce_212_1411_lab,Containment Shell site labor cost for 212.1411,5715505.323950599,$,sum_all,"ce_212_14111_lab, ce_212_14112_lab, ce_212_14113_lab, ce_212_14114_lab, ce_212_14115_lab, ce_212_14116_lab, ce_212_14117_lab, ce_212_14118_lab",0,212.141_lab
695,ce_212_14111_fac,Formwork factory equipment cost for 212.14111,0.0,$,,,0,212.1411_fac
696,ce_212_14111_mat,Formwork site material cost for 212.14111,0.0,$,category_scale,"ref_212_14111_mat, scale_sup_str_V, adj_none",0,212.1411_mat
697,ce_212_14111_lab,Formwork site labor cost for 212.14111,0.0,$,category_scale,"ref_212_14111_lab, scale_sup_str_V, adj_none",0,212.1411_lab
698,ce_212_14112_fac,Reinforcing Steel factory equipment cost for 212.14112,0.0,$,,,0,212.1411_fac
699,ce_212_14112_mat,Reinforcing Steel site material cost for 212.14112,8380508.768929804,$,category_scale,"ref_212_14112_mat, scale_sup_str_V, adj_cont_mat_1_48",0,212.1411_mat
700,ce_212_14112_lab,Reinforcing Steel site labor cost for 212.14112,1564590.3568760036,$,category_scale,"ref_212_14112_lab, scale_sup_str_V, adj_212_14112_lab",0,212.1411_lab
701,ce_212_14113_fac,Concrete factory equipment cost for 212.14113,0.0,$,,,0,212.1411_fac
702,ce_212_14113_mat,Concrete site material cost for 212.14113,1371366.3457545682,$,category_scale,"ref_212_14113_mat, scale_sup_str_V",0,212.1411_mat
703,ce_212_14113_lab,Concrete site labor cost for 212.14113,2687756.528683357,$,category_scale,"ref_212_14113_lab, scale_sup_str_V",0,212.1411_lab
704,ce_212_14114_fac,Embedded Steel factory equipment cost for 212.14114,0.0,$,,,0,212.1411_fac
705,ce_212_14114_mat,Embedded Steel site material cost for 212.14114,165512.6083622963,$,category_scale,"ref_212_14114_mat, scale_sup_str_V",0,212.1411_mat
706,ce_212_14114_lab,Embedded Steel site labor cost for 212.14114,454525.0145292392,$,category_scale,"ref_212_14114_lab, scale_sup_str_V",0,212.1411_lab
707,ce_212_14115_fac,Rubbing Surfaces factory equipment cost for 212.14115,0.0,$,,,0,212.1411_fac
708,ce_212_14115_mat,Rubbing Surfaces site material cost for 212.14115,22026.07551698718,$,category_scale,"ref_212_14115_mat, scale_sup_str_V",0,212.1411_mat
709,ce_212_14115_lab,Rubbing Surfaces site labor cost for 212.14115,373300.2284734896,$,category_scale,"ref_212_14115_lab, scale_sup_str_V",0,212.1411_lab
710,ce_212_14116_fac,Waterproofing factory equipment cost for 212.14116,0.0,$,,,0,212.1411_fac
711,ce_212_14116_mat,Waterproofing site material cost for 212.14116,14395.613641818194,$,category_scale,"ref_212_14116_mat, scale_sup_str_V",0,212.1411_mat
712,ce_212_14116_lab,Waterproofing site labor cost for 212.14116,37787.93662342439,$,category_scale,"ref_212_14116_lab, scale_sup_str_V",0,212.1411_lab
713,ce_212_14117_fac,Cadwelds factory equipment cost for 212.14117,0.0,$,,,0,212.1411_fac
714,ce_212_14117_mat,Cadwelds site material cost for 212.14117,0.0,$,category_scale,"ref_212_14117_mat, scale_sup_str_V, adj_none",0,212.1411_mat
715,ce_212_14117_lab,Cadwelds site labor cost for 212.14117,0.0,$,category_scale,"ref_212_14117_lab, scale_sup_str_V, adj_none",0,212.1411_lab
716,ce_212_14118_fac,Construction Joints factory equipment cost for 212.14118,0.0,$,,,0,212.1411_fac
