ind,cost_element,cost_2017,sup_cost_ele,alg_name,fun_unit,variables,account,algno,updated,source_row_type
1,2_fac,1144477414.301749,,,$,,2,LPSR_DIRECT,1,rollup_from_subaccounts
2,2_mat,278289575.6553897,,,$,,2,LPSR_DIRECT,1,rollup_from_subaccounts
3,2_lab,915543535.9907448,,,$,,2,LPSR_DIRECT,1,rollup_from_subaccounts
4,21_fac,110031553.36311592,2_fac,,$,,21,LPSR_DIRECT,1,rollup_from_subaccounts
5,21_mat,172626251.23772037,2_mat,,$,,21,LPSR_DIRECT,1,rollup_from_subaccounts
6,21_lab,373668681.1145364,2_lab,,$,,21,LPSR_DIRECT,1,rollup_from_subaccounts
7,211_fac,430945.803167464,21_fac,,$,,211,LPSR_DIRECT,1,rollup_from_subaccounts
8,211_mat,21996672.308503065,21_mat,,$,,211,LPSR_DIRECT,1,rollup_from_subaccounts
9,211_lab,36709673.90063027,21_lab,,$,,211,LPSR_DIRECT,1,rollup_from_subaccounts
10,211.1_fac,232653.08709677425,211_fac,category_scale,$,"ref_211_1_fac, scale_S",211.1,LPSR_DIRECT,1,category_scaled
11,211.1_mat,3048807.5577903227,211_mat,category_scale,$,"ref_211_1_mat, scale_S",211.1,LPSR_DIRECT,1,category_scaled
12,211.1_lab,4038537.328870968,211_lab,category_scale,$,"ref_211_1_lab, scale_S",211.1,LPSR_DIRECT,1,category_scaled
13,211.4_fac,0.0,211_fac,,$,,211.4,LPSR_DIRECT,1,category_scaled
14,211.4_mat,3706432.266015384,211_mat,category_scale,$,"ref_211_4_mat, scale_P",211.4,LPSR_DIRECT,1,category_scaled
15,211.4_lab,4975624.347012703,211_lab,category_scale,$,"ref_211_4_lab, scale_P",211.4,LPSR_DIRECT,1,category_scaled
16,211.7_fac,198292.71607068976,211_fac,,$,,211.7,LPSR_DIRECT,1,rollup_from_subaccounts
17,211.7_mat,15241432.48469736,211_mat,,$,,211.7,LPSR_DIRECT,1,rollup_from_subaccounts
18,211.7_lab,27695512.2247466,211_lab,,$,,211.7,LPSR_DIRECT,1,rollup_from_subaccounts
19,211.71_fac,198292.71607068976,211.7_fac,sum_all,$,"ce_211_711_fac, ce_211_712_fac",211.71,LPSR_DIRECT,1,rollup_from_moved_variables
20,211.71_mat,15241432.48469736,211.7_mat,sum_all,$,"ce_211_711_mat, ce_211_712_mat",211.71,LPSR_DIRECT,1,rollup_from_moved_variables
21,211.71_lab,27695512.2247466,211.7_lab,sum_all,$,"ce_211_711_lab, ce_211_712_lab",211.71,LPSR_DIRECT,1,rollup_from_moved_variables
22,212_fac,92973647.76933645,21_fac,,$,,212,LPSR_DIRECT,1,rollup_from_subaccounts
23,212_mat,92928754.37019151,21_mat,,$,,212,LPSR_DIRECT,1,rollup_from_subaccounts
24,212_lab,245204967.0694305,21_lab,,$,,212,LPSR_DIRECT,1,rollup_from_subaccounts
25,212.1_fac,91329747.05645116,212_fac,,$,,212.1,LPSR_DIRECT,1,rollup_from_subaccounts
26,212.1_mat,78240322.48660171,212_mat,,$,,212.1,LPSR_DIRECT,1,rollup_from_subaccounts
27,212.1_lab,230898527.170366,212_lab,,$,,212.1,LPSR_DIRECT,1,rollup_from_subaccounts
28,212.13_fac,0.0,212.1_fac,,$,,212.13,LPSR_DIRECT,1,collapsed_rollup_zero
29,212.13_mat,8064116.039825644,212.1_mat,category_scale,$,"ref_212_13_mat, scale_sub_str_V",212.13,LPSR_DIRECT,1,collapsed_category_scaled
30,212.13_lab,11130198.913088772,212.1_lab,category_scale,$,"ref_212_13_lab, scale_sub_str_V",212.13,LPSR_DIRECT,1,collapsed_category_scaled
31,212.14_fac,3384358.55023979,212.1_fac,sum_all,$,"ce_212_141_fac, ce_212_140_fac, ce_212_142_fac, ce_212_149_fac",212.14,LPSR_DIRECT,1,rollup_from_moved_variables
32,212.14_mat,33647293.27072946,212.1_mat,sum_all,$,"ce_212_141_mat, ce_212_140_mat, ce_212_142_mat, ce_212_149_mat",212.14,LPSR_DIRECT,1,rollup_from_moved_variables
33,212.14_lab,70208165.24507333,212.1_lab,sum_all,$,"ce_212_141_lab, ce_212_140_lab, ce_212_142_lab, ce_212_149_lab",212.14,LPSR_DIRECT,1,rollup_from_moved_variables
34,212.15_fac,87945388.50621137,212.1_fac,category_scale,$,"ref_212_15_fac, scale_sup_str_S, f_ss_cont_fac",212.15,LPSR_DIRECT,1,category_scaled
35,212.15_mat,36528913.1760466,212.1_mat,category_scale,$,"ref_212_15_mat, scale_sup_str_S, f_ss_cont_mat",212.15,LPSR_DIRECT,1,category_scaled
36,212.15_lab,149560163.01220387,212.1_lab,category_scale,$,"ref_212_15_lab, scale_sup_str_S, f_ss_cont_lab",212.15,LPSR_DIRECT,1,category_scaled
37,212.2_fac,1643900.7128852722,212_fac,,$,,212.2,LPSR_DIRECT,1,rollup_from_subaccounts
38,212.2_mat,2469485.147717824,212_mat,,$,,212.2,LPSR_DIRECT,1,rollup_from_subaccounts
39,212.2_lab,8659386.634936525,212_lab,,$,,212.2,LPSR_DIRECT,1,rollup_from_subaccounts
40,212.21_fac,151291.49102764585,212.2_fac,category_scale,$,"ref_212_21_fac, scale_sup_const",212.21,LPSR_DIRECT,1,collapsed_category_scaled
41,212.21_mat,206114.98714819315,212.2_mat,category_scale,$,"ref_212_21_mat, scale_sup_const",212.21,LPSR_DIRECT,1,collapsed_category_scaled
42,212.21_lab,1053843.7893342776,212.2_lab,category_scale,$,"ref_212_21_lab, scale_sup_const",212.21,LPSR_DIRECT,1,collapsed_category_scaled
43,212.22_fac,240144.8684569628,212.2_fac,category_scale,$,"ref_212_22_fac, scale_P",212.22,LPSR_DIRECT,1,collapsed_category_scaled
44,212.22_mat,7208.552067777857,212.2_mat,category_scale,$,"ref_212_22_mat, scale_P",212.22,LPSR_DIRECT,1,collapsed_category_scaled
45,212.22_lab,67456.73381113581,212.2_lab,category_scale,$,"ref_212_22_lab, scale_P",212.22,LPSR_DIRECT,1,collapsed_category_scaled
46,212.23_fac,1054079.7135006634,212.2_fac,category_scale,$,"ref_212_23_fac, scale_P",212.23,LPSR_DIRECT,1,collapsed_category_scaled
47,212.23_mat,895102.7105585907,212.2_mat,category_scale,$,"ref_212_23_mat, scale_P",212.23,LPSR_DIRECT,1,collapsed_category_scaled
48,212.23_lab,3945218.541045286,212.2_lab,category_scale,$,"ref_212_23_lab, scale_P",212.23,LPSR_DIRECT,1,collapsed_category_scaled
49,212.24_fac,0.0,212.2_fac,,$,,212.24,LPSR_DIRECT,1,category_scaled
50,212.24_mat,1351908.0178102625,212.2_mat,category_scale,$,"ref_212_24_mat, scale_sup_const",212.24,LPSR_DIRECT,1,category_scaled
51,212.24_lab,3480752.427645825,212.2_lab,category_scale,$,"ref_212_24_lab, scale_sup_const",212.24,LPSR_DIRECT,1,category_scaled
52,212.25_fac,198384.6399,212.2_fac,category_scale,$,ref_212_25_fac,212.25,LPSR_DIRECT,1,category_scaled
53,212.25_mat,9150.880133,212.2_mat,category_scale,$,ref_212_25_mat,212.25,LPSR_DIRECT,1,category_scaled
54,212.25_lab,112115.1431,212.2_lab,category_scale,$,ref_212_25_lab,212.25,LPSR_DIRECT,1,category_scaled
55,212.3_fac,0.0,212_fac,,$,,212.3,LPSR_DIRECT,1,category_scaled
56,212.3_mat,12218946.735872,212_mat,category_scale,$,"ref_212_3_mat, scale_frm_S",212.3,LPSR_DIRECT,1,category_scaled
57,212.3_lab,5647053.2641280005,212_lab,category_scale,$,"ref_212_3_lab, scale_frm_S",212.3,LPSR_DIRECT,1,category_scaled
58,213_fac,1449086.9027616812,21_fac,,$,,213,LPSR_DIRECT,1,rollup_from_subaccounts
59,213_mat,32880295.11386501,21_mat,,$,,213,LPSR_DIRECT,1,rollup_from_subaccounts
60,213_lab,37311758.8316887,21_lab,,$,,213,LPSR_DIRECT,1,rollup_from_subaccounts
61,213.1_fac,0.0,213_fac,,$,,213.1,LPSR_DIRECT,1,rollup_from_subaccounts
62,213.1_mat,31187978.693863448,213_mat,,$,,213.1,LPSR_DIRECT,1,rollup_from_subaccounts
63,213.1_lab,30638299.12943875,213_lab,,$,,213.1,LPSR_DIRECT,1,rollup_from_subaccounts
64,213.13_fac,0.0,213.1_fac,,$,,213.13,LPSR_DIRECT,1,collapsed_rollup_zero
65,213.13_mat,4273022.20025912,213.1_mat,category_scale,$,"ref_213_13_mat, scale_turb_gen_bldg_sub_vol",213.13,LPSR_DIRECT,1,collapsed_category_scaled
66,213.13_lab,10110109.25530089,213.1_lab,category_scale,$,"ref_213_13_lab, scale_turb_gen_bldg_sub_vol",213.13,LPSR_DIRECT,1,collapsed_category_scaled
67,213.14_fac,0.0,213.1_fac,sum_all,$,"ce_213_141_fac, ce_213_142_fac, ce_213_143_fac, ce_213_144_fac, ce_213_145_fac, ce_213_146_fac, ce_213_147_fac, ce_213_149_fac",213.14,LPSR_DIRECT,1,rollup_from_moved_variables
68,213.14_mat,26914956.49360433,213.1_mat,sum_all,$,"ce_213_141_mat, ce_213_142_mat, ce_213_143_mat, ce_213_144_mat, ce_213_145_mat, ce_213_146_mat, ce_213_147_mat, ce_213_149_mat",213.14,LPSR_DIRECT,1,rollup_from_moved_variables
69,213.14_lab,20528189.874137864,213.1_lab,sum_all,$,"ce_213_141_lab, ce_213_142_lab, ce_213_143_lab, ce_213_144_lab, ce_213_145_lab, ce_213_146_lab, ce_213_147_lab, ce_213_149_lab",213.14,LPSR_DIRECT,1,rollup_from_moved_variables
70,213.2_fac,1449086.9027616812,213_fac,,$,,213.2,LPSR_DIRECT,1,rollup_from_subaccounts
71,213.2_mat,1692316.4200015557,213_mat,,$,,213.2,LPSR_DIRECT,1,rollup_from_subaccounts
72,213.2_lab,6673459.7022499535,213_lab,,$,,213.2,LPSR_DIRECT,1,rollup_from_subaccounts
73,213.21_fac,24709.32158828453,213.2_fac,category_scale,$,"ref_213_21_fac, scale_bldg_V",213.21,LPSR_DIRECT,1,collapsed_category_scaled
74,213.21_mat,867043.7474063353,213.2_mat,category_scale,$,"ref_213_21_mat, scale_bldg_V",213.21,LPSR_DIRECT,1,collapsed_category_scaled
75,213.21_lab,3534676.365423392,213.2_lab,category_scale,$,"ref_213_21_lab, scale_bldg_V",213.21,LPSR_DIRECT,1,collapsed_category_scaled
76,213.22_fac,1196390.0660733967,213.2_fac,category_scale,$,"ref_213_22_fac, scale_P",213.22,LPSR_DIRECT,1,collapsed_category_scaled
77,213.22_mat,284087.1889724544,213.2_mat,category_scale,$,"ref_213_22_mat, scale_P",213.22,LPSR_DIRECT,1,collapsed_category_scaled
78,213.22_lab,1714769.981035543,213.2_lab,category_scale,$,"ref_213_22_lab, scale_P",213.22,LPSR_DIRECT,1,collapsed_category_scaled
79,213.24_fac,0.0,213.2_fac,,$,,213.24,LPSR_DIRECT,1,category_scaled
80,213.24_mat,531808.410249766,213.2_mat,category_scale,$,"ref_213_24_mat, scale_bldg_V",213.24,LPSR_DIRECT,1,category_scaled
81,213.24_lab,1325681.8386410188,213.2_lab,category_scale,$,"ref_213_24_lab, scale_bldg_V",213.24,LPSR_DIRECT,1,category_scaled
82,213.25_fac,227987.5151,213.2_fac,category_scale,$,ref_213_25_fac,213.25,LPSR_DIRECT,1,collapsed_category_scaled
83,213.25_mat,9377.073373,213.2_mat,category_scale,$,ref_213_25_mat,213.25,LPSR_DIRECT,1,collapsed_category_scaled
84,213.25_lab,98331.51715,213.2_lab,category_scale,$,ref_213_25_lab,213.25,LPSR_DIRECT,1,collapsed_category_scaled
85,214_fac,171454.8001,21_fac,category_scale,$,ref_214_fac,214,LPSR_DIRECT,1,collapsed_category_scaled
86,214_mat,1107592.1165,21_mat,category_scale,$,ref_214_mat,214,LPSR_DIRECT,1,collapsed_category_scaled
87,214_lab,3253960.2307,21_lab,category_scale,$,ref_214_lab,214,LPSR_DIRECT,1,collapsed_category_scaled
88,215_fac,6578892.21423963,21_fac,,$,,215,LPSR_DIRECT,1,rollup_from_subaccounts
89,215_mat,5965672.231961898,21_mat,,$,,215,LPSR_DIRECT,1,rollup_from_subaccounts
90,215_lab,16575867.46653163,21_lab,,$,,215,LPSR_DIRECT,1,rollup_from_subaccounts
91,215.1_fac,0.0,215_fac,,$,,215.1,LPSR_DIRECT,1,rollup_from_subaccounts
92,215.1_mat,5132369.742021473,215_mat,,$,,215.1,LPSR_DIRECT,1,rollup_from_subaccounts
93,215.1_lab,12279546.157902673,215_lab,,$,,215.1,LPSR_DIRECT,1,rollup_from_subaccounts
94,215.13_fac,0.0,215.1_fac,,$,,215.13,LPSR_DIRECT,1,collapsed_rollup_zero
95,215.13_mat,577623.8206042887,215.1_mat,category_scale,$,"ref_215_13_mat, scale_pri_aux_bldg_sub_vol",215.13,LPSR_DIRECT,1,collapsed_category_scaled
96,215.13_lab,807214.8622750315,215.1_lab,category_scale,$,"ref_215_13_lab, scale_pri_aux_bldg_sub_vol",215.13,LPSR_DIRECT,1,collapsed_category_scaled
97,215.14_fac,0.0,215.1_fac,sum_all,$,"ce_215_141_fac, ce_215_142_fac, ce_215_145_fac, ce_215_146_fac, ce_215_147_fac, ce_215_149_fac",215.14,LPSR_DIRECT,1,rollup_from_moved_variables
98,215.14_mat,4554745.921417184,215.1_mat,sum_all,$,"ce_215_141_mat, ce_215_142_mat, ce_215_145_mat, ce_215_146_mat, ce_215_147_mat, ce_215_149_mat",215.14,LPSR_DIRECT,1,rollup_from_moved_variables
99,215.14_lab,11472331.295627637,215.1_lab,sum_all,$,"ce_215_141_lab, ce_215_142_lab, ce_215_145_lab, ce_215_146_lab, ce_215_147_lab, ce_215_149_lab",215.14,LPSR_DIRECT,1,rollup_from_moved_variables
100,215.2_fac,6578892.21423963,215_fac,,$,,215.2,LPSR_DIRECT,1,rollup_from_subaccounts
101,215.2_mat,833302.489940424,215_mat,,$,,215.2,LPSR_DIRECT,1,rollup_from_subaccounts
102,215.2_lab,4296321.308628961,215_lab,,$,,215.2,LPSR_DIRECT,1,rollup_from_subaccounts
103,215.21_fac,2879.3960544802108,215.2_fac,category_scale,$,"ref_215_21_fac, scale_pri_aux_bldg_bldg_vol",215.21,LPSR_DIRECT,1,collapsed_category_scaled
104,215.21_mat,132380.8488404441,215.2_mat,category_scale,$,"ref_215_21_mat, scale_pri_aux_bldg_bldg_vol",215.21,LPSR_DIRECT,1,collapsed_category_scaled
105,215.21_lab,562478.5833441088,215.2_lab,category_scale,$,"ref_215_21_lab, scale_pri_aux_bldg_bldg_vol",215.21,LPSR_DIRECT,1,collapsed_category_scaled
106,215.22_fac,5375380.983437112,215.2_fac,sum_all,$,"ce_215_221_fac, ce_215_222_fac, ce_215_223_fac, ce_215_224_fac, ce_215_225_fac, ce_215_226_fac, ce_215_227_fac, ce_215_228_fac",215.22,LPSR_DIRECT,1,rollup_from_moved_variables
107,215.22_mat,482360.7278475697,215.2_mat,sum_all,$,"ce_215_221_mat, ce_215_222_mat, ce_215_223_mat, ce_215_224_mat, ce_215_225_mat, ce_215_226_mat, ce_215_227_mat, ce_215_228_mat",215.22,LPSR_DIRECT,1,rollup_from_moved_variables
108,215.22_lab,2703852.261889753,215.2_lab,sum_all,$,"ce_215_221_lab, ce_215_222_lab, ce_215_223_lab, ce_215_224_lab, ce_215_225_lab, ce_215_226_lab, ce_215_227_lab, ce_215_228_lab",215.22,LPSR_DIRECT,1,rollup_from_moved_variables
109,215.23_fac,880698.684048038,215.2_fac,category_scale,$,"ref_215_23_fac, scale_P",215.23,LPSR_DIRECT,1,collapsed_category_scaled
110,215.23_mat,32931.74687662137,215.2_mat,category_scale,$,"ref_215_23_mat, scale_P",215.23,LPSR_DIRECT,1,collapsed_category_scaled
111,215.23_lab,384297.4078205576,215.2_lab,category_scale,$,"ref_215_23_lab, scale_P",215.23,LPSR_DIRECT,1,collapsed_category_scaled
112,215.24_fac,0.0,215.2_fac,,$,,215.24,LPSR_DIRECT,1,category_scaled
113,215.24_mat,171501.43373578883,215.2_mat,category_scale,$,"ref_215_24_mat, scale_pri_aux_bldg_bldg_vol",215.24,LPSR_DIRECT,1,category_scaled
114,215.24_lab,489101.3601745418,215.2_lab,category_scale,$,"ref_215_24_lab, scale_pri_aux_bldg_bldg_vol",215.24,LPSR_DIRECT,1,category_scaled
115,215.25_fac,319933.1507,215.2_fac,category_scale,$,ref_215_25_fac,215.25,LPSR_DIRECT,1,category_scaled
116,215.25_mat,14127.73264,215.2_mat,category_scale,$,ref_215_25_mat,215.25,LPSR_DIRECT,1,category_scaled
117,215.25_lab,156591.6954,215.2_lab,category_scale,$,ref_215_25_lab,215.25,LPSR_DIRECT,1,category_scaled
118,216_fac,1486377.2053707205,21_fac,,$,,216,LPSR_DIRECT,1,rollup_from_subaccounts
119,216_mat,6031169.352730089,21_mat,,$,,216,LPSR_DIRECT,1,rollup_from_subaccounts
120,216_lab,13737628.524587575,21_lab,,$,,216,LPSR_DIRECT,1,rollup_from_subaccounts
121,216.1_fac,0.0,216_fac,,$,,216.1,LPSR_DIRECT,1,rollup_from_subaccounts
122,216.1_mat,5154906.815235156,216_mat,,$,,216.1,LPSR_DIRECT,1,rollup_from_subaccounts
123,216.1_lab,10334313.0313636,216_lab,,$,,216.1,LPSR_DIRECT,1,rollup_from_subaccounts
124,216.13_fac,0.0,216.1_fac,,$,,216.13,LPSR_DIRECT,1,collapsed_rollup_zero
125,216.13_mat,1575739.8118354392,216.1_mat,category_scale,$,"ref_216_13_mat, scale_waste_bldg_sub_vol",216.13,LPSR_DIRECT,1,collapsed_category_scaled
126,216.13_lab,2410506.351253909,216.1_lab,category_scale,$,"ref_216_13_lab, scale_waste_bldg_sub_vol",216.13,LPSR_DIRECT,1,collapsed_category_scaled
127,216.14_fac,0.0,216.1_fac,sum_all,$,"ce_216_141_fac, ce_216_142_fac, ce_216_143_fac, ce_216_144_fac, ce_216_145_fac, ce_216_146_fac, ce_216_147_fac, ce_216_148_fac, ce_216_149_fac",216.14,LPSR_DIRECT,1,rollup_from_moved_variables
128,216.14_mat,3579167.003399716,216.1_mat,sum_all,$,"ce_216_141_mat, ce_216_142_mat, ce_216_143_mat, ce_216_144_mat, ce_216_145_mat, ce_216_146_mat, ce_216_147_mat, ce_216_148_mat, ce_216_149_mat",216.14,LPSR_DIRECT,1,rollup_from_moved_variables
129,216.14_lab,7923806.680109691,216.1_lab,sum_all,$,"ce_216_141_lab, ce_216_142_lab, ce_216_143_lab, ce_216_144_lab, ce_216_145_lab, ce_216_146_lab, ce_216_147_lab, ce_216_148_lab, ce_216_149_lab",216.14,LPSR_DIRECT,1,rollup_from_moved_variables
130,216.2_fac,1486377.2053707205,216_fac,,$,,216.2,LPSR_DIRECT,1,rollup_from_subaccounts
131,216.2_mat,876262.5374949343,216_mat,,$,,216.2,LPSR_DIRECT,1,rollup_from_subaccounts
132,216.2_lab,3403315.493223977,216_lab,,$,,216.2,LPSR_DIRECT,1,rollup_from_subaccounts
133,216.21_fac,0.0,216.2_fac,,$,,216.21,LPSR_DIRECT,1,collapsed_rollup_zero
134,216.21_mat,79727.10495302429,216.2_mat,category_scale,$,"ref_216_21_mat, scale_waste_bldg_bldg_vol",216.21,LPSR_DIRECT,1,collapsed_category_scaled
135,216.21_lab,402839.8447840233,216.2_lab,category_scale,$,"ref_216_21_lab, scale_waste_bldg_bldg_vol",216.21,LPSR_DIRECT,1,collapsed_category_scaled
136,216.22_fac,1129907.8226707203,216.2_fac,category_scale,$,"ref_216_22_fac, scale_P",216.22,LPSR_DIRECT,1,collapsed_category_scaled
137,216.22_mat,671914.0609659693,216.2_mat,category_scale,$,"ref_216_22_mat, scale_P",216.22,LPSR_DIRECT,1,collapsed_category_scaled
138,216.22_lab,2541393.777735903,216.2_lab,category_scale,$,"ref_216_22_lab, scale_P",216.22,LPSR_DIRECT,1,collapsed_category_scaled
139,216.24_fac,0.0,216.2_fac,,$,,216.24,LPSR_DIRECT,1,category_scaled
140,216.24_mat,107845.67580594058,216.2_mat,category_scale,$,"ref_216_24_mat, scale_waste_bldg_bldg_vol",216.24,LPSR_DIRECT,1,category_scaled
141,216.24_lab,284517.4500040504,216.2_lab,category_scale,$,"ref_216_24_lab, scale_waste_bldg_bldg_vol",216.24,LPSR_DIRECT,1,category_scaled
142,216.25_fac,356469.3827,216.2_fac,category_scale,$,ref_216_25_fac,216.25,LPSR_DIRECT,1,collapsed_category_scaled
143,216.25_mat,16775.69577,216.2_mat,category_scale,$,ref_216_25_mat,216.25,LPSR_DIRECT,1,collapsed_category_scaled
144,216.25_lab,174564.4207,216.2_lab,category_scale,$,ref_216_25_lab,216.25,LPSR_DIRECT,1,collapsed_category_scaled
145,217_fac,2204617.674834721,21_fac,,$,,217,LPSR_DIRECT,1,rollup_from_subaccounts
146,217_mat,8137960.03368471,21_mat,,$,,217,LPSR_DIRECT,1,rollup_from_subaccounts
147,217_lab,8998713.633201843,21_lab,,$,,217,LPSR_DIRECT,1,rollup_from_subaccounts
148,217.1_fac,0.0,217_fac,,$,,217.1,LPSR_DIRECT,1,rollup_from_subaccounts
149,217.1_mat,1815252.8855193416,217_mat,,$,,217.1,LPSR_DIRECT,1,rollup_from_subaccounts
150,217.1_lab,4490969.334175324,217_lab,,$,,217.1,LPSR_DIRECT,1,rollup_from_subaccounts
151,217.13_fac,0.0,217.1_fac,,$,,217.13,LPSR_DIRECT,1,collapsed_rollup_zero
152,217.13_mat,244051.81145442225,217.1_mat,category_scale,$,"ref_217_13_mat, scale_fuel_stor_bldg_sub_vol",217.13,LPSR_DIRECT,1,collapsed_category_scaled
153,217.13_lab,479436.37236405554,217.1_lab,category_scale,$,"ref_217_13_lab, scale_fuel_stor_bldg_sub_vol",217.13,LPSR_DIRECT,1,collapsed_category_scaled
154,217.3_fac,0.0,217_fac,,$,,217.3,LPSR_DIRECT,1,category_scaled
155,217.3_mat,5865094.614844391,217_mat,category_scale,$,"ref_217_3_mat, scale_frm_S_9_71886e_06",217.3,LPSR_DIRECT,1,category_scaled
156,217.3_lab,2710585.6542799296,217_lab,category_scale,$,"ref_217_3_lab, scale_frm_S_9_71886e_06",217.3,LPSR_DIRECT,1,category_scaled
157,217.14_fac,0.0,217.1_fac,sum_all,$,"ce_217_141_fac, ce_217_142_fac, ce_217_145_fac, ce_217_147_fac, ce_217_149_fac",217.14,LPSR_DIRECT,1,rollup_from_moved_variables
158,217.14_mat,1571201.0740649195,217.1_mat,sum_all,$,"ce_217_141_mat, ce_217_142_mat, ce_217_145_mat, ce_217_147_mat, ce_217_149_mat",217.14,LPSR_DIRECT,1,rollup_from_moved_variables
159,217.14_lab,4011532.9618112673,217.1_lab,sum_all,$,"ce_217_141_lab, ce_217_142_lab, ce_217_145_lab, ce_217_147_lab, ce_217_149_lab",217.14,LPSR_DIRECT,1,rollup_from_moved_variables
160,217.2_fac,2204617.674834721,217_fac,,$,,217.2,LPSR_DIRECT,1,rollup_from_subaccounts
161,217.2_mat,457612.53332097805,217_mat,,$,,217.2,LPSR_DIRECT,1,rollup_from_subaccounts
162,217.2_lab,1797158.6447465897,217_lab,,$,,217.2,LPSR_DIRECT,1,rollup_from_subaccounts
163,217.21_fac,4929.67913615625,217.2_fac,category_scale,$,"ref_217_21_fac, scale_fuel_stor_bldg_bldg_vol",217.21,LPSR_DIRECT,1,collapsed_category_scaled
164,217.21_mat,98636.73888344064,217.2_mat,category_scale,$,"ref_217_21_mat, scale_fuel_stor_bldg_bldg_vol",217.21,LPSR_DIRECT,1,collapsed_category_scaled
165,217.21_lab,231363.3464218125,217.2_lab,category_scale,$,"ref_217_21_lab, scale_fuel_stor_bldg_bldg_vol",217.21,LPSR_DIRECT,1,collapsed_category_scaled
166,217.22_fac,193137.19639836828,217.2_fac,category_scale,$,"ref_217_22_fac, scale_P",217.22,LPSR_DIRECT,1,collapsed_category_scaled
167,217.22_mat,276068.03852274094,217.2_mat,category_scale,$,"ref_217_22_mat, scale_P",217.22,LPSR_DIRECT,1,collapsed_category_scaled
168,217.22_lab,1233996.4705383326,217.2_lab,category_scale,$,"ref_217_22_lab, scale_P",217.22,LPSR_DIRECT,1,collapsed_category_scaled
169,217.23_fac,2006550.7993001963,217.2_fac,category_scale,$,"ref_217_23_fac, scale_P",217.23,LPSR_DIRECT,1,collapsed_category_scaled
170,217.23_mat,10569.183227296426,217.2_mat,category_scale,$,"ref_217_23_mat, scale_P",217.23,LPSR_DIRECT,1,collapsed_category_scaled
171,217.23_lab,139900.69843956982,217.2_lab,category_scale,$,"ref_217_23_lab, scale_P",217.23,LPSR_DIRECT,1,collapsed_category_scaled
172,217.24_fac,0.0,217.2_fac,,$,,217.24,LPSR_DIRECT,1,category_scaled
173,217.24_mat,72338.57268750001,217.2_mat,category_scale,$,"ref_217_24_mat, scale_fuel_stor_bldg_bldg_vol",217.24,LPSR_DIRECT,1,category_scaled
174,217.24_lab,191898.129346875,217.2_lab,category_scale,$,"ref_217_24_lab, scale_fuel_stor_bldg_bldg_vol",217.24,LPSR_DIRECT,1,category_scaled
175,218_fac,4736530.993305282,21_fac,,$,,218,LPSR_DIRECT,1,rollup_from_subaccounts
176,218_mat,3578135.7102841227,21_mat,,$,,218,LPSR_DIRECT,1,rollup_from_subaccounts
177,218_lab,11876111.457765903,21_lab,,$,,218,LPSR_DIRECT,1,rollup_from_subaccounts
178,218A_fac,2319565.4875418823,218_fac,,$,,218A,LPSR_DIRECT,1,rollup_from_subaccounts
179,218A_mat,1021548.2510833788,218_mat,,$,,218A,LPSR_DIRECT,1,rollup_from_subaccounts
180,218A_lab,2910538.8039643723,218_lab,,$,,218A,LPSR_DIRECT,1,rollup_from_subaccounts
181,218A.1_fac,0.0,218A_fac,sum_all,$,"ce_218A_13_fac, ce_218A_14_fac",218A.1,LPSR_DIRECT,1,rollup_from_moved_variables
182,218A.1_mat,849971.7765882438,218A_mat,sum_all,$,"ce_218A_13_mat, ce_218A_14_mat",218A.1,LPSR_DIRECT,1,rollup_from_moved_variables
183,218A.1_lab,1796415.8019143462,218A_lab,sum_all,$,"ce_218A_13_lab, ce_218A_14_lab",218A.1,LPSR_DIRECT,1,rollup_from_moved_variables
184,218A.2_fac,2319565.487541883,218A_fac,sum_all,$,"ce_218A_21_fac, ce_218A_23_fac, ce_218A_24_fac",218A.2,LPSR_DIRECT,1,rollup_from_moved_variables
185,218A.2_mat,171576.47449513487,218A_mat,sum_all,$,"ce_218A_21_mat, ce_218A_23_mat, ce_218A_24_mat",218A.2,LPSR_DIRECT,1,rollup_from_moved_variables
186,218A.2_lab,1114123.0020500266,218A_lab,sum_all,$,"ce_218A_21_lab, ce_218A_23_lab, ce_218A_24_lab",218A.2,LPSR_DIRECT,1,rollup_from_moved_variables
187,218B_fac,1971055.821421292,218_fac,,$,,218B,LPSR_DIRECT,1,rollup_from_subaccounts
188,218B_mat,460781.812542733,218_mat,,$,,218B,LPSR_DIRECT,1,rollup_from_subaccounts
189,218B_lab,3188068.1449142173,218_lab,,$,,218B,LPSR_DIRECT,1,rollup_from_subaccounts
190,218B.1_fac,0.0,218B_fac,,$,,218B.1,LPSR_DIRECT,1,collapsed_rollup_zero
191,218B.1_mat,0.0,218B_mat,,$,,218B.1,LPSR_DIRECT,1,collapsed_rollup_zero
192,218B.1_lab,0.0,218B_lab,,$,,218B.1,LPSR_DIRECT,1,collapsed_rollup_zero
193,218B.2_fac,1971055.821421292,218B_fac,sum_all,$,"ce_218B_21_fac, ce_218B_22_fac, ce_218B_23_fac, ce_218B_24_fac, ce_218B_25_fac",218B.2,LPSR_DIRECT,1,rollup_from_moved_variables
194,218B.2_mat,460781.812542733,218B_mat,sum_all,$,"ce_218B_21_mat, ce_218B_22_mat, ce_218B_23_mat, ce_218B_24_mat, ce_218B_25_mat",218B.2,LPSR_DIRECT,1,rollup_from_moved_variables
